,load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
56899,LOAD00056900,CUST00107,RTE00036,2026-01-02,Dry Van,43433,14,754.34,86.46,0,Completed,Spot
56900,LOAD00056901,CUST00164,RTE00024,2026-01-02,Refrigerated,20401,25,2579.48,376.0,75,Completed,Contract
56901,LOAD00056902,CUST00037,RTE00027,2026-01-02,Dry Van,31637,4,2627.42,419.43,0,Completed,Spot
56902,LOAD00056903,CUST00126,RTE00035,2026-01-02,Dry Van,43179,11,1999.26,344.12,100,Completed,Contract
56903,LOAD00056904,CUST00142,RTE00041,2026-01-02,Dry Van,34637,8,3335.68,255.36,50,Completed,Contract
56904,LOAD00056905,CUST00197,RTE00058,2026-01-02,Dry Van,35937,19,1076.52,98.61,150,Completed,Spot
56905,LOAD00056906,CUST00133,RTE00014,2026-01-02,Refrigerated,16135,6,2239.9,228.76,0,Completed,Contract
56906,LOAD00056907,CUST00058,RTE00042,2026-01-02,Refrigerated,17081,4,7171.96,472.14,0,Completed,Contract
56907,LOAD00056908,CUST00096,RTE00028,2026-01-02,Refrigerated,11245,26,4521.74,564.72,0,Completed,Contract
56908,LOAD00056909,CUST00099,RTE00015,2026-01-03,Dry Van,22767,14,225.99,13.8,50,Completed,Spot
56909,LOAD00056910,CUST00138,RTE00054,2026-01-03,Refrigerated,41220,3,3284.09,295.83,0,Completed,Dedicated
56910,LOAD00056911,CUST00123,RTE00016,2026-01-03,Dry Van,15894,6,6530.74,463.93,0,Completed,Spot
56911,LOAD00056912,CUST00098,RTE00003,2026-01-03,Refrigerated,16136,1,4626.74,580.87,0,Completed,Spot
56912,LOAD00056913,CUST00020,RTE00005,2026-01-03,Refrigerated,17214,13,4762.63,454.74,150,Completed,Spot
56913,LOAD00056914,CUST00059,RTE00036,2026-01-03,Dry Van,25839,12,632.36,86.46,100,Completed,Contract
56914,LOAD00056915,CUST00059,RTE00036,2026-01-03,Refrigerated,15994,18,766.78,86.46,0,Completed,Spot
56915,LOAD00056916,CUST00075,RTE00020,2026-01-03,Refrigerated,42880,7,3294.06,738.48,100,Completed,Dedicated
56916,LOAD00056917,CUST00028,RTE00020,2026-01-03,Dry Van,40220,13,3515.25,738.48,0,Completed,Spot
56917,LOAD00056918,CUST00030,RTE00044,2026-01-03,Dry Van,41278,17,6560.49,814.37,100,Completed,Spot
56918,LOAD00056919,CUST00119,RTE00048,2026-01-03,Refrigerated,41305,14,6005.99,792.88,0,Completed,Dedicated
56919,LOAD00056920,CUST00161,RTE00046,2026-01-03,Dry Van,14974,19,5697.34,499.18,75,Completed,Dedicated
56920,LOAD00056921,CUST00038,RTE00017,2026-01-03,Refrigerated,25785,4,2182.07,384.2,0,Completed,Dedicated
56921,LOAD00056922,CUST00022,RTE00018,2026-01-03,Dry Van,32666,11,1457.36,187.6,75,Completed,Contract
56922,LOAD00056923,CUST00008,RTE00018,2026-01-03,Refrigerated,25421,8,1365.27,187.6,0,Completed,Dedicated
56923,LOAD00056924,CUST00200,RTE00051,2026-01-03,Refrigerated,19573,18,3873.26,460.0,200,Completed,Spot
56924,LOAD00056925,CUST00107,RTE00012,2026-01-03,Refrigerated,20848,2,5506.21,453.91,150,Completed,Contract
56925,LOAD00056926,CUST00036,RTE00011,2026-01-03,Dry Van,31613,3,1017.64,131.28,50,Completed,Dedicated
56926,LOAD00056927,CUST00098,RTE00030,2026-01-03,Refrigerated,20187,25,5282.05,708.51,100,Completed,Contract
56927,LOAD00056928,CUST00086,RTE00027,2026-01-03,Dry Van,15881,17,2801.94,419.43,75,Completed,Contract
56928,LOAD00056929,CUST00167,RTE00042,2026-01-03,Dry Van,25710,10,5739.02,472.14,75,Completed,Dedicated
56929,LOAD00056930,CUST00028,RTE00013,2026-01-03,Dry Van,27564,14,1139.03,141.33,0,Completed,Dedicated
56930,LOAD00056931,CUST00168,RTE00022,2026-01-03,Dry Van,12362,14,1050.39,161.53,200,Completed,Dedicated
56931,LOAD00056932,CUST00150,RTE00042,2026-01-03,Refrigerated,21511,9,7122.76,472.14,0,Completed,Dedicated
56932,LOAD00056933,CUST00185,RTE00047,2026-01-03,Refrigerated,25629,20,1090.13,76.16,50,Completed,Contract
56933,LOAD00056934,CUST00189,RTE00035,2026-01-03,Dry Van,21734,24,2040.11,344.12,150,Completed,Dedicated
56934,LOAD00056935,CUST00155,RTE00009,2026-01-03,Dry Van,40006,21,1587.17,149.26,50,Completed,Dedicated
56935,LOAD00056936,CUST00186,RTE00043,2026-01-03,Refrigerated,34131,12,2580.44,249.44,0,Completed,Contract
56936,LOAD00056937,CUST00086,RTE00030,2026-01-03,Dry Van,31621,15,4954.34,708.51,150,Completed,Dedicated
56937,LOAD00056938,CUST00142,RTE00022,2026-01-03,Dry Van,38369,10,1006.86,161.53,150,Completed,Contract
56938,LOAD00056939,CUST00146,RTE00040,2026-01-03,Refrigerated,35425,13,4353.66,524.7,150,Completed,Dedicated
56939,LOAD00056940,CUST00113,RTE00028,2026-01-03,Refrigerated,29924,1,4281.43,564.72,0,Completed,Dedicated
56940,LOAD00056941,CUST00109,RTE00051,2026-01-03,Refrigerated,17420,23,2998.08,460.0,0,Completed,Spot
56941,LOAD00056942,CUST00135,RTE00012,2026-01-03,Refrigerated,25557,6,5821.62,453.91,50,Completed,Contract
56942,LOAD00056943,CUST00045,RTE00045,2026-01-03,Dry Van,28662,5,1465.07,137.31,50,Completed,Dedicated
56943,LOAD00056944,CUST00156,RTE00006,2026-01-03,Refrigerated,26077,21,1539.05,189.0,0,Completed,Spot
56944,LOAD00056945,CUST00024,RTE00005,2026-01-03,Dry Van,39797,6,3752.7,454.74,50,Completed,Dedicated
56945,LOAD00056946,CUST00135,RTE00013,2026-01-03,Dry Van,41028,12,1223.85,141.33,50,Completed,Dedicated
56946,LOAD00056947,CUST00049,RTE00052,2026-01-03,Refrigerated,22207,13,1458.0,273.36,150,Completed,Spot
56947,LOAD00056948,CUST00138,RTE00017,2026-01-03,Dry Van,39877,25,1968.21,384.2,50,Completed,Contract
56948,LOAD00056949,CUST00153,RTE00055,2026-01-03,Dry Van,16525,5,3177.81,357.25,150,Completed,Dedicated
56949,LOAD00056950,CUST00158,RTE00011,2026-01-03,Refrigerated,35083,13,994.18,131.28,75,Completed,Dedicated
56950,LOAD00056951,CUST00057,RTE00018,2026-01-03,Refrigerated,25341,24,1294.88,187.6,75,Completed,Dedicated
56951,LOAD00056952,CUST00173,RTE00031,2026-01-03,Dry Van,39325,26,1340.37,185.6,150,Completed,Spot
56952,LOAD00056953,CUST00159,RTE00013,2026-01-03,Refrigerated,13781,13,988.16,141.33,0,Completed,Spot
56953,LOAD00056954,CUST00078,RTE00004,2026-01-03,Refrigerated,30856,8,3678.4,383.23,0,Completed,Spot
56954,LOAD00056955,CUST00183,RTE00051,2026-01-03,Dry Van,19671,17,3581.27,460.0,0,Completed,Dedicated
56955,LOAD00056956,CUST00010,RTE00050,2026-01-03,Refrigerated,28976,1,1323.23,170.88,100,Completed,Dedicated
56956,LOAD00056957,CUST00061,RTE00019,2026-01-03,Refrigerated,33693,24,2577.12,406.72,75,Completed,Dedicated
56957,LOAD00056958,CUST00096,RTE00002,2026-01-03,Dry Van,41890,23,1505.7,153.34,200,Completed,Contract
56958,LOAD00056959,CUST00053,RTE00003,2026-01-03,Dry Van,10357,5,5652.7,580.87,75,Completed,Dedicated
56959,LOAD00056960,CUST00156,RTE00037,2026-01-03,Dry Van,26683,3,3362.09,537.81,0,Completed,Dedicated
56960,LOAD00056961,CUST00158,RTE00050,2026-01-03,Refrigerated,18935,8,1335.84,170.88,75,Completed,Spot
56961,LOAD00056962,CUST00065,RTE00047,2026-01-03,Refrigerated,20982,25,1049.4,76.16,50,Completed,Dedicated
56962,LOAD00056963,CUST00183,RTE00011,2026-01-03,Dry Van,10650,4,801.67,131.28,75,Completed,Dedicated
56963,LOAD00056964,CUST00051,RTE00046,2026-01-03,Dry Van,42394,11,6751.55,499.18,0,Completed,Dedicated
56964,LOAD00056965,CUST00118,RTE00004,2026-01-03,Dry Van,22292,6,3293.68,383.23,100,Completed,Contract
56965,LOAD00056966,CUST00119,RTE00004,2026-01-03,Dry Van,27271,15,4094.17,383.23,0,Completed,Contract
56966,LOAD00056967,CUST00183,RTE00023,2026-01-03,Dry Van,42318,21,2710.8,216.92,75,Completed,Dedicated
56967,LOAD00056968,CUST00172,RTE00023,2026-01-03,Refrigerated,32643,4,3098.71,216.92,100,Completed,Dedicated
56968,LOAD00056969,CUST00102,RTE00028,2026-01-03,Dry Van,36731,9,4009.05,564.72,75,Completed,Spot
56969,LOAD00056970,CUST00178,RTE00051,2026-01-03,Refrigerated,35720,20,3080.79,460.0,200,Completed,Dedicated
56970,LOAD00056971,CUST00038,RTE00009,2026-01-03,Dry Van,18431,25,1455.81,149.26,200,Completed,Dedicated
56971,LOAD00056972,CUST00199,RTE00050,2026-01-03,Dry Van,22926,4,1284.85,170.88,0,Completed,Spot
56972,LOAD00056973,CUST00142,RTE00048,2026-01-03,Refrigerated,24644,18,5903.52,792.88,200,Completed,Contract
56973,LOAD00056974,CUST00164,RTE00025,2026-01-03,Dry Van,31469,19,5539.9,565.38,200,Completed,Contract
56974,LOAD00056975,CUST00183,RTE00032,2026-01-03,Dry Van,12558,26,4507.11,451.8,0,Completed,Dedicated
56975,LOAD00056976,CUST00055,RTE00011,2026-01-03,Dry Van,18496,25,973.46,131.28,0,Completed,Contract
56976,LOAD00056977,CUST00139,RTE00033,2026-01-03,Refrigerated,39800,14,381.73,40.08,75,Completed,Dedicated
56977,LOAD00056978,CUST00015,RTE00031,2026-01-03,Refrigerated,10869,20,1254.11,185.6,0,Completed,Spot
56978,LOAD00056979,CUST00105,RTE00010,2026-01-03,Refrigerated,25625,13,165.69,15.64,200,Completed,Spot
56979,LOAD00056980,CUST00157,RTE00016,2026-01-04,Refrigerated,20985,22,7437.23,463.93,200,Completed,Spot
56980,LOAD00056981,CUST00014,RTE00032,2026-01-04,Refrigerated,31259,10,3960.54,451.8,50,Completed,Spot
56981,LOAD00056982,CUST00060,RTE00031,2026-01-04,Dry Van,27409,2,1423.1,185.6,150,Completed,Dedicated
56982,LOAD00056983,CUST00066,RTE00033,2026-01-04,Dry Van,36964,15,354.67,40.08,150,Completed,Dedicated
56983,LOAD00056984,CUST00157,RTE00050,2026-01-04,Refrigerated,44096,7,1213.33,170.88,100,Completed,Contract
56984,LOAD00056985,CUST00130,RTE00012,2026-01-04,Dry Van,35999,7,6294.0,453.91,150,Completed,Dedicated
56985,LOAD00056986,CUST00061,RTE00017,2026-01-04,Dry Van,16654,3,1764.54,384.2,50,Completed,Spot
56986,LOAD00056987,CUST00121,RTE00017,2026-01-04,Refrigerated,36428,22,2109.93,384.2,0,Completed,Dedicated
56987,LOAD00056988,CUST00144,RTE00024,2026-01-04,Dry Van,34044,4,2799.52,376.0,0,Completed,Dedicated
56988,LOAD00056989,CUST00160,RTE00024,2026-01-04,Refrigerated,23702,23,2764.67,376.0,50,Completed,Dedicated
56989,LOAD00056990,CUST00014,RTE00030,2026-01-04,Dry Van,21623,7,5301.77,708.51,75,Completed,Contract
56990,LOAD00056991,CUST00079,RTE00055,2026-01-04,Dry Van,28628,18,3076.17,357.25,0,Completed,Spot
56991,LOAD00056992,CUST00200,RTE00033,2026-01-04,Refrigerated,19863,14,364.56,40.08,75,Completed,Contract
56992,LOAD00056993,CUST00138,RTE00012,2026-01-04,Refrigerated,41863,23,6899.5,453.91,0,Completed,Dedicated
56993,LOAD00056994,CUST00112,RTE00001,2026-01-04,Dry Van,15993,12,1003.02,128.63,150,Completed,Spot
56994,LOAD00056995,CUST00006,RTE00024,2026-01-04,Refrigerated,19764,19,3157.2,376.0,0,Completed,Spot
56995,LOAD00056996,CUST00194,RTE00054,2026-01-04,Refrigerated,16990,2,3107.1,295.83,0,Completed,Dedicated
56996,LOAD00056997,CUST00075,RTE00027,2026-01-04,Dry Van,21142,8,2372.84,419.43,75,Completed,Dedicated
56997,LOAD00056998,CUST00183,RTE00041,2026-01-04,Refrigerated,33466,21,3379.22,255.36,50,Completed,Dedicated
56998,LOAD00056999,CUST00119,RTE00023,2026-01-04,Refrigerated,24038,22,3049.65,216.92,100,Completed,Dedicated
56999,LOAD00057000,CUST00089,RTE00010,2026-01-04,Dry Van,11286,20,153.55,15.64,100,Completed,Dedicated
57000,LOAD00057001,CUST00072,RTE00040,2026-01-04,Refrigerated,14080,9,3795.47,524.7,50,Completed,Contract
57001,LOAD00057002,CUST00020,RTE00016,2026-01-04,Dry Van,42427,1,6089.75,463.93,50,Completed,Dedicated
57002,LOAD00057003,CUST00173,RTE00010,2026-01-04,Refrigerated,12301,10,169.88,15.64,200,Completed,Dedicated
57003,LOAD00057004,CUST00094,RTE00029,2026-01-04,Refrigerated,22832,20,5639.98,891.82,75,Completed,Dedicated
57004,LOAD00057005,CUST00132,RTE00003,2026-01-04,Dry Van,20223,20,4550.72,580.87,100,Completed,Dedicated
57005,LOAD00057006,CUST00127,RTE00053,2026-01-04,Dry Van,17680,21,1715.45,209.79,0,Completed,Spot
57006,LOAD00057007,CUST00042,RTE00051,2026-01-04,Refrigerated,36593,3,3528.05,460.0,75,Completed,Contract
57007,LOAD00057008,CUST00041,RTE00030,2026-01-04,Refrigerated,36825,27,4713.78,708.51,100,Completed,Contract
57008,LOAD00057009,CUST00001,RTE00031,2026-01-04,Refrigerated,28733,21,1233.15,185.6,0,Completed,Spot
57009,LOAD00057010,CUST00045,RTE00058,2026-01-04,Dry Van,16280,10,1353.04,98.61,200,Completed,Dedicated
57010,LOAD00057011,CUST00036,RTE00031,2026-01-04,Dry Van,35709,6,1222.32,185.6,0,Completed,Dedicated
57011,LOAD00057012,CUST00192,RTE00014,2026-01-04,Dry Van,24677,21,2311.55,228.76,0,Completed,Contract
57012,LOAD00057013,CUST00054,RTE00026,2026-01-04,Dry Van,17217,5,2918.99,555.52,200,Completed,Contract
57013,LOAD00057014,CUST00104,RTE00011,2026-01-04,Dry Van,32410,22,1033.05,131.28,0,Completed,Dedicated
57014,LOAD00057015,CUST00105,RTE00022,2026-01-04,Refrigerated,38483,6,946.36,161.53,100,Completed,Contract
57015,LOAD00057016,CUST00137,RTE00023,2026-01-04,Refrigerated,17710,7,2713.92,216.92,50,Completed,Spot
57016,LOAD00057017,CUST00138,RTE00044,2026-01-04,Refrigerated,13444,5,8049.28,814.37,100,Completed,Dedicated
57017,LOAD00057018,CUST00057,RTE00049,2026-01-04,Dry Van,35878,22,1895.27,144.0,200,Completed,Contract
57018,LOAD00057019,CUST00092,RTE00027,2026-01-04,Dry Van,30113,6,2236.27,419.43,0,Completed,Spot
57019,LOAD00057020,CUST00073,RTE00053,2026-01-04,Dry Van,14819,11,1970.45,209.79,0,Completed,Contract
57020,LOAD00057021,CUST00028,RTE00026,2026-01-04,Refrigerated,12287,25,3904.18,555.52,75,Completed,Spot
57021,LOAD00057022,CUST00034,RTE00038,2026-01-04,Refrigerated,37154,3,3414.04,314.64,200,Completed,Dedicated
57022,LOAD00057023,CUST00097,RTE00046,2026-01-04,Dry Van,34486,9,6506.26,499.18,0,Completed,Dedicated
57023,LOAD00057024,CUST00008,RTE00042,2026-01-04,Refrigerated,23170,5,7051.62,472.14,75,Completed,Contract
57024,LOAD00057025,CUST00197,RTE00030,2026-01-04,Dry Van,22489,8,5690.62,708.51,0,Completed,Dedicated
57025,LOAD00057026,CUST00106,RTE00051,2026-01-04,Dry Van,19463,20,3869.76,460.0,200,Completed,Dedicated
57026,LOAD00057027,CUST00143,RTE00040,2026-01-04,Dry Van,39393,7,4654.89,524.7,200,Completed,Dedicated
57027,LOAD00057028,CUST00022,RTE00046,2026-01-04,Dry Van,14382,13,6686.81,499.18,0,Completed,Dedicated
57028,LOAD00057029,CUST00149,RTE00045,2026-01-04,Dry Van,39595,18,1442.16,137.31,50,Completed,Spot
57029,LOAD00057030,CUST00181,RTE00044,2026-01-04,Refrigerated,11672,9,6029.49,814.37,50,Completed,Contract
57030,LOAD00057031,CUST00073,RTE00054,2026-01-04,Dry Van,38026,8,2949.68,295.83,50,Completed,Spot
57031,LOAD00057032,CUST00165,RTE00054,2026-01-04,Dry Van,26945,2,3260.69,295.83,0,Completed,Spot
57032,LOAD00057033,CUST00177,RTE00055,2026-01-04,Dry Van,10222,13,3226.01,357.25,100,Completed,Dedicated
57033,LOAD00057034,CUST00078,RTE00017,2026-01-04,Refrigerated,29079,6,2053.46,384.2,75,Completed,Dedicated
57034,LOAD00057035,CUST00055,RTE00018,2026-01-04,Dry Van,42542,3,1277.94,187.6,75,Completed,Contract
57035,LOAD00057036,CUST00093,RTE00040,2026-01-04,Dry Van,43872,2,4269.56,524.7,100,Completed,Spot
57036,LOAD00057037,CUST00122,RTE00029,2026-01-04,Dry Van,36636,13,6321.26,891.82,50,Completed,Dedicated
57037,LOAD00057038,CUST00115,RTE00006,2026-01-04,Refrigerated,36644,1,1407.01,189.0,0,Completed,Contract
57038,LOAD00057039,CUST00066,RTE00022,2026-01-04,Dry Van,18322,12,1209.46,161.53,0,Completed,Contract
57039,LOAD00057040,CUST00072,RTE00017,2026-01-04,Refrigerated,16827,14,2206.44,384.2,0,Completed,Dedicated
57040,LOAD00057041,CUST00127,RTE00028,2026-01-04,Dry Van,37139,8,4405.22,564.72,0,Completed,Contract
57041,LOAD00057042,CUST00162,RTE00018,2026-01-04,Dry Van,23270,26,1235.49,187.6,0,Completed,Dedicated
57042,LOAD00057043,CUST00053,RTE00004,2026-01-04,Refrigerated,16711,7,3797.7,383.23,150,Completed,Spot
57043,LOAD00057044,CUST00021,RTE00035,2026-01-04,Dry Van,41005,5,1807.74,344.12,200,Completed,Dedicated
57044,LOAD00057045,CUST00161,RTE00023,2026-01-04,Dry Van,43716,14,3284.08,216.92,0,Completed,Dedicated
57045,LOAD00057046,CUST00043,RTE00033,2026-01-04,Refrigerated,15510,6,441.92,40.08,200,Completed,Contract
57046,LOAD00057047,CUST00095,RTE00006,2026-01-04,Refrigerated,27429,1,1283.97,189.0,0,Completed,Dedicated
57047,LOAD00057048,CUST00053,RTE00005,2026-01-04,Refrigerated,13507,22,4191.43,454.74,200,Completed,Contract
57048,LOAD00057049,CUST00161,RTE00040,2026-01-04,Refrigerated,22476,16,4001.38,524.7,0,Completed,Contract
57049,LOAD00057050,CUST00108,RTE00010,2026-01-04,Refrigerated,29622,8,146.92,15.64,0,Completed,Spot
57050,LOAD00057051,CUST00133,RTE00001,2026-01-04,Refrigerated,33303,3,1313.94,128.63,75,Completed,Contract
57051,LOAD00057052,CUST00056,RTE00031,2026-01-04,Dry Van,17052,23,1257.58,185.6,200,Completed,Dedicated
57052,LOAD00057053,CUST00199,RTE00003,2026-01-04,Dry Van,25720,21,4530.92,580.87,0,Completed,Dedicated
57053,LOAD00057054,CUST00126,RTE00008,2026-01-04,Dry Van,24092,12,2169.72,114.3,0,Completed,Contract
57054,LOAD00057055,CUST00008,RTE00001,2026-01-04,Dry Van,27186,12,1046.87,128.63,150,Completed,Contract
57055,LOAD00057056,CUST00133,RTE00038,2026-01-04,Refrigerated,10429,10,3197.87,314.64,0,Completed,Dedicated
57056,LOAD00057057,CUST00033,RTE00040,2026-01-04,Refrigerated,13265,22,3913.03,524.7,75,Completed,Dedicated
57057,LOAD00057058,CUST00124,RTE00017,2026-01-04,Refrigerated,39045,1,2086.45,384.2,150,Completed,Dedicated
57058,LOAD00057059,CUST00193,RTE00038,2026-01-04,Refrigerated,23747,4,3041.98,314.64,0,Completed,Contract
57059,LOAD00057060,CUST00151,RTE00011,2026-01-04,Refrigerated,32904,5,787.13,131.28,150,Completed,Spot
57060,LOAD00057061,CUST00062,RTE00032,2026-01-04,Dry Van,30486,14,4742.17,451.8,0,Completed,Dedicated
57061,LOAD00057062,CUST00028,RTE00014,2026-01-04,Refrigerated,37864,27,2464.58,228.76,150,Completed,Spot
57062,LOAD00057063,CUST00071,RTE00009,2026-01-04,Dry Van,31206,4,1591.78,149.26,0,Completed,Dedicated
57063,LOAD00057064,CUST00068,RTE00018,2026-01-05,Dry Van,25936,22,1381.53,187.6,200,Completed,Spot
57064,LOAD00057065,CUST00038,RTE00015,2026-01-05,Dry Van,18811,21,246.5,13.8,200,Completed,Contract
57065,LOAD00057066,CUST00198,RTE00057,2026-01-05,Refrigerated,23388,16,2301.83,276.3,200,Completed,Contract
57066,LOAD00057067,CUST00191,RTE00013,2026-01-05,Dry Van,34059,3,1135.16,141.33,50,Completed,Contract
57067,LOAD00057068,CUST00014,RTE00031,2026-01-05,Refrigerated,36491,8,1226.86,185.6,200,Completed,Contract
57068,LOAD00057069,CUST00185,RTE00041,2026-01-05,Refrigerated,26879,13,3448.49,255.36,0,Completed,Contract
57069,LOAD00057070,CUST00158,RTE00003,2026-01-05,Dry Van,32474,4,5673.28,580.87,100,Completed,Dedicated
57070,LOAD00057071,CUST00166,RTE00024,2026-01-05,Refrigerated,36798,26,2845.54,376.0,50,Completed,Dedicated
57071,LOAD00057072,CUST00127,RTE00040,2026-01-05,Refrigerated,17013,10,3838.53,524.7,0,Completed,Dedicated
57072,LOAD00057073,CUST00086,RTE00019,2026-01-05,Dry Van,42324,16,3169.29,406.72,0,Completed,Dedicated
57073,LOAD00057074,CUST00045,RTE00045,2026-01-05,Dry Van,37275,3,1536.12,137.31,0,Completed,Contract
57074,LOAD00057075,CUST00095,RTE00037,2026-01-05,Dry Van,34126,20,3756.02,537.81,75,Completed,Dedicated
57075,LOAD00057076,CUST00155,RTE00028,2026-01-05,Refrigerated,19382,23,4477.13,564.72,200,Completed,Contract
57076,LOAD00057077,CUST00016,RTE00036,2026-01-05,Refrigerated,27658,10,738.25,86.46,0,Completed,Dedicated
57077,LOAD00057078,CUST00011,RTE00054,2026-01-05,Refrigerated,10377,1,2715.93,295.83,0,Completed,Dedicated
57078,LOAD00057079,CUST00018,RTE00027,2026-01-05,Refrigerated,11454,6,2337.5,419.43,0,Completed,Dedicated
57079,LOAD00057080,CUST00085,RTE00025,2026-01-05,Dry Van,32509,20,5690.39,565.38,0,Completed,Dedicated
57080,LOAD00057081,CUST00154,RTE00034,2026-01-05,Refrigerated,11641,1,4517.77,792.88,150,Completed,Spot
57081,LOAD00057082,CUST00062,RTE00030,2026-01-05,Refrigerated,29145,5,4976.05,708.51,200,Completed,Spot
57082,LOAD00057083,CUST00014,RTE00007,2026-01-05,Refrigerated,40700,20,3412.14,504.32,0,Completed,Spot
57083,LOAD00057084,CUST00190,RTE00025,2026-01-05,Dry Van,42955,9,4661.79,565.38,75,Completed,Dedicated
57084,LOAD00057085,CUST00124,RTE00032,2026-01-05,Dry Van,33746,2,4784.82,451.8,50,Completed,Dedicated
57085,LOAD00057086,CUST00007,RTE00045,2026-01-05,Dry Van,37274,19,1502.1,137.31,50,Completed,Dedicated
57086,LOAD00057087,CUST00122,RTE00024,2026-01-05,Dry Van,44660,13,3151.24,376.0,0,Completed,Spot
57087,LOAD00057088,CUST00163,RTE00020,2026-01-05,Dry Van,35295,9,4210.74,738.48,200,Completed,Spot
57088,LOAD00057089,CUST00142,RTE00047,2026-01-05,Refrigerated,35072,26,1045.99,76.16,200,Completed,Dedicated
57089,LOAD00057090,CUST00178,RTE00039,2026-01-05,Dry Van,18494,28,2167.88,344.52,150,Completed,Contract
57090,LOAD00057091,CUST00155,RTE00035,2026-01-05,Dry Van,40473,1,1965.8,344.12,150,Completed,Dedicated
57091,LOAD00057092,CUST00042,RTE00038,2026-01-05,Dry Van,11982,14,3419.34,314.64,75,Completed,Dedicated
57092,LOAD00057093,CUST00074,RTE00048,2026-01-05,Refrigerated,40578,1,6246.96,792.88,100,Completed,Dedicated
57093,LOAD00057094,CUST00159,RTE00039,2026-01-05,Refrigerated,20559,24,2053.96,344.52,200,Completed,Contract
57094,LOAD00057095,CUST00177,RTE00020,2026-01-05,Refrigerated,17465,15,3303.43,738.48,0,Completed,Dedicated
57095,LOAD00057096,CUST00050,RTE00033,2026-01-05,Dry Van,23323,16,442.47,40.08,0,Completed,Dedicated
57096,LOAD00057097,CUST00174,RTE00041,2026-01-05,Refrigerated,41329,14,3196.14,255.36,100,Completed,Dedicated
57097,LOAD00057098,CUST00003,RTE00029,2026-01-05,Refrigerated,26465,11,5586.09,891.82,100,Completed,Contract
57098,LOAD00057099,CUST00105,RTE00052,2026-01-05,Refrigerated,40607,2,1502.92,273.36,200,Completed,Dedicated
57099,LOAD00057100,CUST00191,RTE00039,2026-01-05,Dry Van,23928,5,2050.3,344.52,100,Completed,Dedicated
57100,LOAD00057101,CUST00200,RTE00033,2026-01-05,Dry Van,41259,15,404.48,40.08,50,Completed,Spot
57101,LOAD00057102,CUST00020,RTE00017,2026-01-05,Dry Van,25112,14,1874.9,384.2,200,Completed,Dedicated
57102,LOAD00057103,CUST00165,RTE00009,2026-01-05,Refrigerated,22992,14,1884.63,149.26,0,Completed,Dedicated
57103,LOAD00057104,CUST00171,RTE00039,2026-01-05,Refrigerated,10439,17,2281.02,344.52,200,Completed,Spot
57104,LOAD00057105,CUST00004,RTE00020,2026-01-05,Dry Van,27826,11,3407.58,738.48,0,Completed,Dedicated
57105,LOAD00057106,CUST00033,RTE00058,2026-01-05,Dry Van,20433,19,1214.24,98.61,100,Completed,Spot
